,index,annee,code_etablissement,etablissement,ville,commune,academie,departement,secteur_public_1_prive_2,taux_brut_de_reussite_total_secteurs,UniqueIndex
9237,16173,2023,0020049T,LYCEE PIERRE DE LA RAMEE,SAINT QUENTIN,02691,AMIENS,AISNE,public,85.0,0020049T2023
9238,16174,2023,0031082K,LYCEE VALERY LARBAUD (GENERAL ET TECHNO.),CUSSET,03095,CLERMONT-FERRAND,ALLIER,public,95.0,0031082K2023
9239,16175,2023,0040034R,LYCEE LE SACRE COEUR,DIGNE LES BAINS,04070,AIX-MARSEILLE,ALPES-DE-HTE-PROVENCE,privé sous contrat,96.0,0040034R2023
9240,16176,2023,0050004C,LYCEE HONORE ROMANE,EMBRUN,05046,AIX-MARSEILLE,HAUTES-ALPES,public,99.0,0050004C2023
9241,16177,2023,0050006E,LYCEE DOMINIQUE VILLARS,GAP,05061,AIX-MARSEILLE,HAUTES-ALPES,public,99.0,0050006E2023
9242,16178,2023,0050035L,LYCEE ST JOSEPH,GAP,05061,AIX-MARSEILLE,HAUTES-ALPES,privé sous contrat,100.0,0050035L2023
9243,16179,2023,0060020P,LYCEE AMIRAL DE GRASSE,GRASSE,06069,NICE,ALPES-MARITIMES,public,94.0,0060020P2023
9244,16180,2023,0060033D,LYCEE HONORE D'ESTIENNE D'ORVES,NICE,06088,NICE,ALPES-MARITIMES,public,91.0,0060033D2023
9245,16181,2023,0060674A,LYCEE FENELON,GRASSE,06069,NICE,ALPES-MARITIMES,privé sous contrat,100.0,0060674A2023
9246,16182,2023,0060677D,LYCEE SASSERNO,NICE,06088,NICE,ALPES-MARITIMES,privé sous contrat,99.0,0060677D2023
9247,16183,2023,0061642C,LYCEE INTERNATIONAL,VALBONNE,06152,NICE,ALPES-MARITIMES,public,100.0,0061642C2023
9248,16184,2023,0061760F,LYCEE ALEXIS DE TOCQUEVILLE,GRASSE,06069,NICE,ALPES-MARITIMES,public,91.0,0061760F2023
9249,16185,2023,0061852F,LYCEE LA PROVIDENCE,NICE,06088,NICE,ALPES-MARITIMES,privé sous contrat,96.0,0061852F2023
9250,16186,2023,0070001N,LYCEE BOISSY D'ANGLAS (GENERAL ET TECHNO.),ANNONAY,07010,GRENOBLE,ARDECHE,public,92.0,0070001N2023
9251,16187,2023,0070004S,LYCEE ASTIER (GENERAL ET TECHNO.),AUBENAS,07019,GRENOBLE,ARDECHE,public,91.0,0070004S2023
9252,16188,2023,0070021K,LYCEE VINCENT D'INDY (GENERAL ET TECHNO.),PRIVAS,07186,GRENOBLE,ARDECHE,public,96.0,0070021K2023
9253,16189,2023,0090002D,LYCEE GABRIEL FAURE,FOIX,09122,TOULOUSE,ARIEGE,public,97.0,0090002D2023
9254,16190,2023,0100046W,LYCEE ST FRANCOIS DE SALES,TROYES,10387,REIMS,AUBE,privé sous contrat,99.0,0100046W2023
9255,16191,2023,0100047X,LYCEE ST BERNARD,TROYES,10387,REIMS,AUBE,privé sous contrat,99.0,0100047X2023
9256,16192,2023,0110007Y,LYCEE JULES FIL (GENERAL ET TECHNO.),CARCASSONNE,11069,MONTPELLIER,AUDE,public,91.0,0110007Y2023
9257,16193,2023,0110012D,LYCEE GERMAINE TILLION (GENERAL ET TECHNO.),CASTELNAUDARY,11076,MONTPELLIER,AUDE,public,97.0,0110012D2023
9258,16194,2023,0120012Y,LYCEE JEAN VIGO,MILLAU,12145,TOULOUSE,AVEYRON,public,95.0,0120012Y2023
9259,16195,2023,0130002G,LYCEE PAUL CEZANNE,AIX EN PROVENCE,13001,AIX-MARSEILLE,BOUCHES-DU-RHONE,public,96.0,0130002G2023
9260,16196,2023,0130037V,LYCEE MARCEL PAGNOL,MARSEILLE 10,13210,AIX-MARSEILLE,BOUCHES-DU-RHONE,public,89.0,0130037V2023
9261,16197,2023,0130040Y,LYCEE THIERS,MARSEILLE 01,13201,AIX-MARSEILLE,BOUCHES-DU-RHONE,public,99.0,0130040Y2023
9262,16198,2023,0130043B,LYCEE VICTOR HUGO,MARSEILLE 03,13203,AIX-MARSEILLE,BOUCHES-DU-RHONE,public,81.0,0130043B2023
9263,16199,2023,0131320P,LYCEE STE CATHERINE DE SIENNE,AIX EN PROVENCE,13001,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,100.0,0131320P2023
9264,16200,2023,0131324U,LYCEE LACORDAIRE,MARSEILLE 13,13213,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,100.0,0131324U2023
9265,16201,2023,0131331B,LYCEE ST JOSEPH LES MARISTES,MARSEILLE 06,13206,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,100.0,0131331B2023
9266,16202,2023,0131341M,LYCEE NOTRE DAME DE SION,MARSEILLE 06,13206,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,98.0,0131341M2023
9267,16203,2023,0131342N,LYCEE ST CHARLES CAMAS,MARSEILLE 05,13205,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,100.0,0131342N2023
9268,16204,2023,0131391S,LYCEE ST ELOI (GENERAL ET TECHNO.),AIX EN PROVENCE,13001,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,98.0,0131391S2023
9269,16205,2023,0131398Z,LYCEE MAXIMILIEN DE SULLY,MARSEILLE 06,13206,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,89.0,0131398Z2023
9270,16206,2023,0131403E,LYCEE ST VINCENT DE PAUL (GENERAL ET TECHNO.),MARSEILLE 06,13206,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,84.0,0131403E2023
9271,16207,2023,0133396W,LYCEE DON BOSCO (GENERAL ET TECHNO.),MARSEILLE 06,13206,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,98.0,0133396W2023
9272,16208,2023,0133406G,LYCEE MEDITERRANEE (DE LA ) (GENERAL ET TECHNO.),LA CIOTAT,13028,AIX-MARSEILLE,BOUCHES-DU-RHONE,public,99.0,0133406G2023
9273,16209,2023,0133555U,LYCEE AMI,MARSEILLE 06,13206,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,98.0,0133555U2023
9274,16210,2023,0141172Y,LYCEE MARIE-JOSEPH,TROUVILLE SUR MER,14715,NORMANDIE,CALVADOS,privé sous contrat,97.0,0141172Y2023
9275,16211,2023,0141175B,INSTITUT LEMONNIER,CAEN,14118,NORMANDIE,CALVADOS,privé sous contrat,94.0,0141175B2023
9276,16212,2023,0141418R,LYCEE LES ROSIERS,LISIEUX,14366,NORMANDIE,CALVADOS,privé sous contrat,91.0,0141418R2023
9277,16213,2023,0141555P,LYCEE MARIE CURIE,VIRE NORMANDIE,14762,NORMANDIE,CALVADOS,public,93.0,0141555P2023
9278,16214,2023,0142132S,LYCEE FRANCOIS RABELAIS (GENERAL ET TECHNO.),IFS,14341,NORMANDIE,CALVADOS,public,100.0,0142132S2023
9279,16215,2023,0150747F,LYCEE DES METIERS (GENERAL ET TECHNO.),MAURIAC,15120,CLERMONT-FERRAND,CANTAL,public,97.0,0150747F2023
9280,16216,2023,0170042D,LYCEE CORDOUAN,ROYAN,17306,POITIERS,CHARENTE-MARITIME,public,95.0,0170042D2023
9281,16217,2023,0170098P,LYCEE LA SALLE SAINT LOUIS,PONT L ABBE D ARNOULT,17284,POITIERS,CHARENTE-MARITIME,privé sous contrat,100.0,0170098P2023
9282,16218,2023,0170100S,LYCEE FENELON NOTRE-DAME (GENERAL ET TECHNO.),LA ROCHELLE,17300,POITIERS,CHARENTE-MARITIME,privé sous contrat,100.0,0170100S2023
9283,16219,2023,0171405K,LYCEE HOTELIER (GENERAL ET TECHNO.),LA ROCHELLE,17300,POITIERS,CHARENTE-MARITIME,public,98.0,0171405K2023
9284,16220,2023,0171455P,LYCEE MARCEL DASSAULT (GENERAL ET TECHNO.),ROCHEFORT,17299,POITIERS,CHARENTE-MARITIME,public,99.0,0171455P2023
9285,16221,2023,0180036S,LYCEE HENRI BRISSON (GENERAL ET TECHNO.),VIERZON,18279,ORLEANS-TOURS,CHER,public,94.0,0180036S2023
9286,16222,2023,0210012Z,LYCEE STEPHEN LIEGEARD,BROCHON,21110,DIJON,COTE D'OR,public,98.0,0210012Z2023
9287,16223,2023,0210018F,LYCEE HIPPOLYTE FONTAINE (GENERAL ET TECHNO.),DIJON,21231,DIJON,COTE D'OR,public,94.0,0210018F2023
9288,16224,2023,0211089V,LYCEE SAINT JOSEPH - LA SALLE (GENERAL ET TECHNO.),DIJON,21231,DIJON,COTE D'OR,privé sous contrat,99.0,0211089V2023
9289,16225,2023,0220102S,LYCEE SAINT JOSEPH - BOSSUET,LANNION,22113,RENNES,COTES D'ARMOR,privé sous contrat,100.0,0220102S2023
9290,16226,2023,0230020X,LYCEE PIERRE BOURDAN,GUERET,23096,LIMOGES,CREUSE,public,94.0,0230020X2023
9291,16227,2023,0240013J,LYCEE GIRAUT DE BORNEIL,EXCIDEUIL,24164,BORDEAUX,DORDOGNE,public,97.0,0240013J2023
9292,16228,2023,0240021T,LYCEE ALCIDE DUSOLIER (GENERAL ET TECHNO.),NONTRON,24311,BORDEAUX,DORDOGNE,public,97.0,0240021T2023
9293,16229,2023,0241125T,LYCEE ANTOINE DE ST EXUPERY (GENERAL ET TECHNO.),TERRASSON,24547,BORDEAUX,DORDOGNE,public,96.0,0241125T2023
9294,16230,2023,0250008Y,LYCEE LOUIS PASTEUR,BESANCON,25056,BESANCON,DOUBS,public,96.0,0250008Y2023
9295,16231,2023,0250030X,LYCEE GEORGES CUVIER,MONTBELIARD,25388,BESANCON,DOUBS,public,94.0,0250030X2023
9296,16232,2023,0251021Z,LYCEE SAINT PAUL,BESANCON,25056,BESANCON,DOUBS,privé sous contrat,99.0,0251021Z2023
9297,16233,2023,0251024C,LYCEE LES AUGUSTINS,PONTARLIER,25462,BESANCON,DOUBS,privé sous contrat,99.0,0251024C2023
9298,16234,2023,0260017C,LYCEE ROUMANILLE,NYONS,26220,GRENOBLE,DROME,public,96.0,0260017C2023
9299,16235,2023,0260034W,LYCEE EMILE LOUBET,VALENCE,26362,GRENOBLE,DROME,public,98.0,0260034W2023
9300,16236,2023,0260035X,LYCEE CAMILLE VERNET,VALENCE,26362,GRENOBLE,DROME,public,96.0,0260035X2023
9301,16237,2023,0260113G,LYCEE LES CATALINS (GENERAL ET TECHNO.),MONTELIMAR,26198,GRENOBLE,DROME,public,95.0,0260113G2023
9302,16238,2023,0261277X,LYCEE LES TROIS SOURCES,BOURG LES VALENCE,26058,GRENOBLE,DROME,public,90.0,0261277X2023
9303,16239,2023,0270017X,LYCEE MODESTE LEROY,EVREUX,27229,NORMANDIE,EURE,public,94.0,0270017X2023
9304,16240,2023,0271579V,LYCEE LEOPOLD SEDAR SENGHOR,EVREUX,27229,NORMANDIE,EURE,public,94.0,0271579V2023
9305,16241,2023,0280021W,LYCEE EDOUARD BRANLY (GENERAL ET TECHNO.),DREUX,28134,ORLEANS-TOURS,EURE-ET-LOIR,public,94.0,0280021W2023
9306,16242,2023,0290012F,LYCEE VAUBAN (GENERAL ET TECHNO.),BREST,29019,RENNES,FINISTERE,public,99.0,0290012F2023
9307,16243,2023,0290335G,LYCEE LA CROIX ROUGE LA SALLE (GENERAL ET TECHNO.),BREST,29019,RENNES,FINISTERE,privé sous contrat,99.0,0290335G2023
9308,16244,2023,0292047T,LYCEE DU LEON,LANDIVISIAU,29105,RENNES,FINISTERE,public,99.0,0292047T2023
9309,16245,2023,0300002P,LYCEE JEAN-BAPTISTE DUMAS (GENERAL ET TECHNO.),ALES,30007,MONTPELLIER,GARD,public,93.0,0300002P2023
9310,16246,2023,0300021K,LYCEE ALPHONSE DAUDET,NIMES,30189,MONTPELLIER,GARD,public,95.0,0300021K2023
9311,16247,2023,0300080Z,LYCEE EMMANUEL D ALZON (GENERAL ET TECHNO.),NIMES,30189,MONTPELLIER,GARD,privé sous contrat,95.0,0300080Z2023
9312,16248,2023,0300127A,LYCEE ST VINCENT DE PAUL (GENERAL ET TECHNO.),NIMES,30189,MONTPELLIER,GARD,privé sous contrat,99.0,0300127A2023
9313,16249,2023,0301552Z,LYCEE PHILIPPE LAMOUR,NIMES,30189,MONTPELLIER,GARD,public,94.0,0301552Z2023
9314,16250,2023,0310038Y,LYCEE BELLEVUE (GENERAL ET TECHNO.),TOULOUSE,31555,TOULOUSE,HAUTE-GARONNE,public,95.0,0310038Y2023
9315,16251,2023,0310046G,LYCEE HOTELLERIE ET TOURISME (GENERAL ET TECHNO.),TOULOUSE,31555,TOULOUSE,HAUTE-GARONNE,public,96.0,0310046G2023
9316,16252,2023,0310047H,LYCEE OZENNE,TOULOUSE,31555,TOULOUSE,HAUTE-GARONNE,public,96.0,0310047H2023
9317,16253,2023,0311133N,LYCEE LE CAOUSOU,TOULOUSE,31555,TOULOUSE,HAUTE-GARONNE,privé sous contrat,100.0,0311133N2023
9318,16254,2023,0311134P,LYCEE EMILIE DE RODAT (GENERAL ET TECHNO.),TOULOUSE,31555,TOULOUSE,HAUTE-GARONNE,privé sous contrat,100.0,0311134P2023
9319,16255,2023,0311145B,LYCEE SAINT-JOSEPH - LA SALLE,TOULOUSE,31555,TOULOUSE,HAUTE-GARONNE,privé sous contrat,100.0,0311145B2023
9320,16256,2023,0311147D,LYCEE SAINTE-MARIE DE NEVERS,TOULOUSE,31555,TOULOUSE,HAUTE-GARONNE,privé sous contrat,99.0,0311147D2023
9321,16257,2023,0312290W,LYCEE HENRI MATISSE,CUGNAUX,31157,TOULOUSE,HAUTE-GARONNE,public,94.0,0312290W2023
9322,16258,2023,0312356T,OHR TORAH - LEDER INSTITUT,TOULOUSE,31555,TOULOUSE,HAUTE-GARONNE,privé sous contrat,100.0,0312356T2023
9323,16259,2023,0312822Z,LYCEE CHARLES DE GAULLE (GENERAL ET TECHNO.),MURET,31395,TOULOUSE,HAUTE-GARONNE,public,95.0,0312822Z2023
9324,16260,2023,0312938A,LYCEE NELSON MANDELA,PIBRAC,31417,TOULOUSE,HAUTE-GARONNE,public,98.0,0312938A2023
9325,16261,2023,0313016K,ENSEMBLE SCOLAIRE SAINTE GENEVIEVE,SAINT JORY,31490,TOULOUSE,HAUTE-GARONNE,privé sous contrat,100.0,0313016K2023
9326,16262,2023,0320002D,LYCEE PARDAILHAN (GENERAL ET TECHNO.),AUCH,32013,TOULOUSE,GERS,public,97.0,0320002D2023
9327,16263,2023,0320015T,LYCEE MARECHAL LANNES (GENERAL ET TECHNO.),LECTOURE,32208,TOULOUSE,GERS,public,99.0,0320015T2023
9328,16264,2023,0320054K,LYCEE SAINT-JOSEPH,LECTOURE,32208,TOULOUSE,GERS,privé sous contrat,98.0,0320054K2023
9329,16265,2023,0330010G,LYCEE GISELE HALIMI,BAZAS,33036,BORDEAUX,GIRONDE,public,94.0,0330010G2023
9330,16266,2023,0330135T,LYCEE ALFRED KASTLER (GENERAL ET TECHNO.),TALENCE,33522,BORDEAUX,GIRONDE,public,92.0,0330135T2023
9331,16267,2023,0331502D,LYCEE ST JOSEPH DE TIVOLI,BORDEAUX,33063,BORDEAUX,GIRONDE,privé sous contrat,98.0,0331502D2023
9332,16268,2023,0332081H,LYCEE ODILON REDON,PAUILLAC,33314,BORDEAUX,GIRONDE,public,95.0,0332081H2023
9333,16269,2023,0332468D,LYCEE BIOLOGIE ET CHIMIE ST LOUIS,BORDEAUX,33063,BORDEAUX,GIRONDE,public,93.0,0332468D2023
9334,16270,2023,0332744D,LYCEE ELIE FAURE,LORMONT,33249,BORDEAUX,GIRONDE,public,85.0,0332744D2023
9335,16271,2023,0332831Y,LYCEE SUD MEDOC LA BOETIE,LE TAILLAN MEDOC,33519,BORDEAUX,GIRONDE,public,97.0,0332831Y2023
9336,16272,2023,0332832Z,LYCEE LES IRIS (GENERAL ET TECHNO.),LORMONT,33249,BORDEAUX,GIRONDE,public,94.0,0332832Z2023
9337,16273,2023,0332835C,LYCEE PHILIPPE COUSTEAU,SAINT ANDRE DE CUBZAC,33366,BORDEAUX,GIRONDE,public,94.0,0332835C2023
9338,16274,2023,0340005W,LYCEE FERDINAND FABRE,BEDARIEUX,34028,MONTPELLIER,HERAULT,public,98.0,0340005W2023
9339,16275,2023,0340042L,LYCEE JEAN MERMOZ (GENERAL ET TECHNO.),MONTPELLIER,34172,MONTPELLIER,HERAULT,public,95.0,0340042L2023
9340,16276,2023,0340075X,LYCEE PAUL VALERY,SETE,34301,MONTPELLIER,HERAULT,public,98.0,0340075X2023
9341,16277,2023,0340881Y,LYCEE NOTRE DAME DE LA MERCI,MONTPELLIER,34172,MONTPELLIER,HERAULT,privé sous contrat,100.0,0340881Y2023
9342,16278,2023,0341794R,LYCEE JEAN-FRANCOIS CHAMPOLLION (GENERAL ET TECHNO.),LATTES,34129,MONTPELLIER,HERAULT,public,95.0,0341794R2023
9343,16279,2023,0341921D,LYCEE GEORGES POMPIDOU (GENERAL ET TECHNO.),CASTELNAU LE LEZ,34057,MONTPELLIER,HERAULT,public,97.0,0341921D2023
9344,16280,2023,0342066L,LYCEE JEAN JAURES (GENERAL ET TECHNO.),SAINT CLEMENT DE RIVIERE,34247,MONTPELLIER,HERAULT,public,98.0,0342066L2023
9345,16281,2023,0342298N,LYCEE SAINT-GUILHEM,CLERMONT L HERAULT,34079,MONTPELLIER,HERAULT,privé sous contrat,100.0,0342298N2023
9346,16282,2023,0350011X,LYCEE JEAN GUEHENNO,FOUGERES,35115,RENNES,ILLE-ET-VILAINE,public,96.0,0350011X2023
9347,16283,2023,0350024L,LYCEE EMILE ZOLA,RENNES,35238,RENNES,ILLE-ET-VILAINE,public,98.0,0350024L2023
9348,16284,2023,0350029S,LYCEE JOLIOT-CURIE,RENNES,35238,RENNES,ILLE-ET-VILAINE,public,89.0,0350029S2023
9349,16285,2023,0350710G,LYCEE FRANCOIS RENE DE CHATEAUBRIAND,RENNES,35238,RENNES,ILLE-ET-VILAINE,public,98.0,0350710G2023
9350,16286,2023,0350774B,LYCEE ST SAUVEUR,REDON,35236,RENNES,ILLE-ET-VILAINE,privé sous contrat,100.0,0350774B2023
9351,16287,2023,0350783L,LYCEE ST MARTIN QUARTIER STE GENEVIEVE,RENNES,35238,RENNES,ILLE-ET-VILAINE,privé sous contrat,100.0,0350783L2023
9352,16288,2023,0350801F,LYCEE JEAN PAUL II,SAINT GREGOIRE,35278,RENNES,ILLE-ET-VILAINE,privé sous contrat,100.0,0350801F2023
9353,16289,2023,0351907H,LYCEE RENE DESCARTES,RENNES,35238,RENNES,ILLE-ET-VILAINE,public,96.0,0351907H2023
9354,16290,2023,0351930H,LYCEE LA PROVIDENCE (GENERAL ET TECHNO.),MONTAUBAN DE BRETAGNE,35184,RENNES,ILLE-ET-VILAINE,privé sous contrat,100.0,0351930H2023
9355,16291,2023,0352867B,LYCEE LEGTA T. MONOD LE RHEU,LE RHEU,35240,RENNES,ILLE-ET-VILAINE,public,99.0,0352867B2023
9356,16292,2023,0360009P,LYCEE PIERRE ET MARIE CURIE,CHATEAUROUX,36044,ORLEANS-TOURS,INDRE,public,92.0,0360009P2023
9357,16293,2023,0370036N,LYCEE BALZAC,TOURS,37261,ORLEANS-TOURS,INDRE-ET-LOIRE,public,96.0,0370036N2023
9358,16294,2023,0370037P,LYCEE CHOISEUL,TOURS,37261,ORLEANS-TOURS,INDRE-ET-LOIRE,public,96.0,0370037P2023
9359,16295,2023,0370727P,LYCEE GRAND ST GREGOIRE,TOURS,37261,ORLEANS-TOURS,INDRE-ET-LOIRE,privé sous contrat,100.0,0370727P2023
9360,16296,2023,0371417P,LYCEE JEAN MONNET,JOUE LES TOURS,37122,ORLEANS-TOURS,INDRE-ET-LOIRE,public,97.0,0371417P2023
9361,16297,2023,0380032D,LYCEE EMMANUEL  MOUNIER (GENERAL ET TECHNO.),GRENOBLE,38185,GRENOBLE,ISERE,public,86.0,0380032D2023
9362,16298,2023,0380034F,LYCEE LOUISE MICHEL (GENERAL ET TECHNO.),GRENOBLE,38185,GRENOBLE,ISERE,public,86.0,0380034F2023
9363,16299,2023,0380035G,LYCEE LESDIGUIERES (GENERAL ET TECHNO.),GRENOBLE,38185,GRENOBLE,ISERE,public,100.0,0380035G2023
9364,16300,2023,0380073Y,LYCEE ELIE CARTAN (GENERAL ET TECHNO.),LA TOUR DU PIN,38509,GRENOBLE,ISERE,public,95.0,0380073Y2023
9365,16301,2023,0381603L,LYCEE ANDRE  ARGOUGES (GENERAL ET TECHNO.),GRENOBLE,38185,GRENOBLE,ISERE,public,92.0,0381603L2023
9366,16302,2023,0381683Y,LYCEE NOTRE DAME DES VICTOIRES,VOIRON,38563,GRENOBLE,ISERE,privé sous contrat,98.0,0381683Y2023
9367,16303,2023,0383263R,LYCEE MARIE REYNOARD,VILLARD BONNOT,38547,GRENOBLE,ISERE,public,99.0,0383263R2023
9368,16304,2023,0390027T,LYCEE VICTOR BERARD (GENERAL ET TECHNO.),MOREZ,39368,BESANCON,JURA,public,98.0,0390027T2023
9369,16305,2023,0390042J,LYCEE VICTOR CONSIDERANT,SALINS LES BAINS,39500,BESANCON,JURA,public,96.0,0390042J2023
9370,16306,2023,0400002K,LYCEE GASTON CRAMPE (GENERAL ET TECHNO.),AIRE SUR L ADOUR,40001,BORDEAUX,LANDES,public,98.0,0400002K2023
9371,16307,2023,0400018C,LYCEE CHARLES DESPIAU,MONT DE MARSAN,40192,BORDEAUX,LANDES,public,95.0,0400018C2023
9372,16308,2023,0401002X,LYCEE HAROUN TAZIEFF (GENERAL ET TECHNO.),SAINT PAUL LES DAX,40279,BORDEAUX,LANDES,public,96.0,0401002X2023
9373,16309,2023,0410693F,LYCEE LA PROVIDENCE (GENERAL ET TECHNO.),BLOIS,41018,ORLEANS-TOURS,LOIR-ET-CHER,privé sous contrat,96.0,0410693F2023
9374,16310,2023,0410954P,LYCEE SAINT JOSEPH (GENERAL ET TECHNO.),VENDOME,41269,ORLEANS-TOURS,LOIR-ET-CHER,privé sous contrat,95.0,0410954P2023
9375,16311,2023,0420013L,LYCEE ALBERT CAMUS,FIRMINY,42095,LYON,LOIRE,public,91.0,0420013L2023
9376,16312,2023,0420034J,LYCEE CARNOT,ROANNE,42187,LYON,LOIRE,public,98.0,0420034J2023
9377,16313,2023,0420041S,LYCEE CLAUDE FAURIEL,SAINT ETIENNE,42218,LYON,LOIRE,public,96.0,0420041S2023
9378,16314,2023,0420042T,LYCEE HONORE D'URFE,SAINT ETIENNE,42218,LYON,LOIRE,public,89.0,0420042T2023
9379,16315,2023,0420046X,LYCEE ETIENNE MIMARD,SAINT ETIENNE,42218,LYON,LOIRE,public,90.0,0420046X2023
9380,16316,2023,0420976H,LYCEE LA SALLE SAINT LOUIS SAINTE BARBE,SAINT ETIENNE,42218,LYON,LOIRE,privé sous contrat,96.0,0420976H2023
9381,16317,2023,0421025L,LYCEE NOTRE DAME,CHARLIEU,42052,LYON,LOIRE,privé sous contrat,98.0,0421025L2023
9382,16318,2023,0430020N,LYCEE CHARLES ET ADRIEN DUPUY (GENERAL ET TECHNO.),LE PUY EN VELAY,43157,CLERMONT-FERRAND,HAUTE-LOIRE,public,96.0,0430020N2023
9383,16319,2023,0440001M,LYCEE JOUBERT-EMILIEN MAILLARD (GENERAL ET TECHNO.),ANCENIS,44003,NANTES,LOIRE-ATLANTIQUE,public,98.0,0440001M2023
9384,16320,2023,0440161L,LYCEE ST JOSEPH DU LOQUIDY LA SALLE,NANTES,44109,NANTES,LOIRE-ATLANTIQUE,privé sous contrat,100.0,0440161L2023
9385,16321,2023,0440163N,LYCEE ST STANISLAS,NANTES,44109,NANTES,LOIRE-ATLANTIQUE,privé sous contrat,98.0,0440163N2023
9386,16322,2023,0440201E,LYCEE ST JOSEPH,MACHECOUL SAINT MEME,44087,NANTES,LOIRE-ATLANTIQUE,privé sous contrat,99.0,0440201E2023
9387,16323,2023,0440256P,LYCEE ST PIERRE LA JOLIVERIE (GENERAL ET TECHNO.),SAINT SEBASTIEN SUR LOIRE,44190,NANTES,LOIRE-ATLANTIQUE,privé sous contrat,100.0,0440256P2023
9388,16324,2023,0440288Z,LYCEE ALBERT CAMUS,NANTES,44109,NANTES,LOIRE-ATLANTIQUE,public,84.0,0440288Z2023
9389,16325,2023,0441992B,LYCEE PAYS DE RETZ,PORNIC,44131,NANTES,LOIRE-ATLANTIQUE,public,96.0,0441992B2023
9390,16326,2023,0442226F,LYCEE LA MENNAIS,GUERANDE,44069,NANTES,LOIRE-ATLANTIQUE,privé sous contrat,99.0,0442226F2023
9391,16327,2023,0442273G,LYCEE CHARLES PEGUY,GORGES,44064,NANTES,LOIRE-ATLANTIQUE,privé sous contrat,99.0,0442273G2023
9392,16328,2023,0442725Y,LYCEE TALENSAC - JEANNE BERNARD (GENERAL ET TECHNO.),NANTES,44109,NANTES,LOIRE-ATLANTIQUE,privé sous contrat,97.0,0442725Y2023
9393,16329,2023,0442778F,LYCEE SAINT-MARTIN,NORT SUR ERDRE,44110,NANTES,LOIRE-ATLANTIQUE,privé sous contrat,100.0,0442778F2023
9394,16330,2023,0450040Z,LYCEE EN FORET,MONTARGIS,45208,ORLEANS-TOURS,LOIRET,public,89.0,0450040Z2023
9395,16331,2023,0450110A,LYCEE SAINT CHARLES,ORLEANS,45234,ORLEANS-TOURS,LOIRET,privé sous contrat,100.0,0450110A2023
9396,16332,2023,0450757D,LYCEE STE CROIX ST EUVERTE,ORLEANS,45234,ORLEANS-TOURS,LOIRET,privé sous contrat,100.0,0450757D2023
9397,16333,2023,0450782F,LYCEE VOLTAIRE,ORLEANS,45234,ORLEANS-TOURS,LOIRET,public,94.0,0450782F2023
9398,16334,2023,0460013P,LYCEE LEO FERRE (GENERAL ET TECHNO.),GOURDON,46127,TOULOUSE,LOT,public,94.0,0460013P2023
9399,16335,2023,0460026D,LYCEE JEAN LURCAT,SAINT CERE,46251,TOULOUSE,LOT,public,97.0,0460026D2023
9400,16336,2023,0460493L,LYCEE GASTON MONNERVILLE (GENERAL ET TECHNO.),CAHORS,46042,TOULOUSE,LOT,public,96.0,0460493L2023
9401,16337,2023,0470003Y,LYCEE JEAN BAPTISTE DE BAUDRE,AGEN,47001,BORDEAUX,LOT-ET-GARONNE,public,94.0,0470003Y2023
9402,16338,2023,0470009E,LYCEE STENDHAL,AIGUILLON,47004,BORDEAUX,LOT-ET-GARONNE,public,96.0,0470009E2023
9403,16339,2023,0470038L,LYCEE LOT ET BASTIDES (GENERAL ET TECHNO.),VILLENEUVE SUR LOT,47323,BORDEAUX,LOT-ET-GARONNE,public,94.0,0470038L2023
9404,16340,2023,0470063N,LYCEE NOTRE DAME LA COMPASSION,MARMANDE,47157,BORDEAUX,LOT-ET-GARONNE,privé sous contrat,94.0,0470063N2023
9405,16341,2023,0480025S,LYCEE NOTRE-DAME (GENERAL ET TECHNO.),MENDE,48095,MONTPELLIER,LOZERE,privé sous contrat,100.0,0480025S2023
9406,16342,2023,0490055U,LYCEE SADI CARNOT - JEAN BERTIN (GENERAL ET TECHNO.),SAUMUR,49328,NANTES,MAINE-ET-LOIRE,public,95.0,0490055U2023
9407,16343,2023,0490828J,LYCEE DOM SORTAIS,BEAUPREAU,49023,NANTES,MAINE-ET-LOIRE,privé sous contrat,99.0,0490828J2023
9408,16344,2023,0490834R,LYCEE ND D'ORVEAU,SEGRE EN ANJOU BLEU,49331,NANTES,MAINE-ET-LOIRE,privé sous contrat,100.0,0490834R2023
9409,16345,2023,0490952U,LYCEE CHAMP BLANC,SEVREMOINE,49301,NANTES,MAINE-ET-LOIRE,privé sous contrat,98.0,0490952U2023
9410,16346,2023,0492148U,LYCEE JEAN BODIN,LES PONTS DE CE,49246,NANTES,MAINE-ET-LOIRE,public,92.0,0492148U2023
