,index,annee,code_etablissement,etablissement,ville,commune,academie,departement,secteur_public_1_prive_2,taux_brut_de_reussite_total_secteurs,UniqueIndex
9411,16347,2023,0492430A,LYCEE JULIEN GRACQ (GENERAL ET TECHNO.),BEAUPREAU,49023,NANTES,MAINE-ET-LOIRE,public,99.0,0492430A2023
9412,16348,2023,0500120J,INSTITUT SAINT-LO,AGNEAUX,50002,NORMANDIE,MANCHE,privé sous contrat,100.0,0500120J2023
9413,16349,2023,0501839C,LYCEE SIVARD DE BEAULIEU,CARENTAN LES MARAIS,50099,NORMANDIE,MANCHE,public,98.0,0501839C2023
9414,16350,2023,0510006E,LYCEE PIERRE BAYEN,CHALONS EN CHAMPAGNE,51108,REIMS,MARNE,public,95.0,0510006E2023
9415,16351,2023,0510007F,LYCEE ETIENNE OEHMICHEN (GENERAL ET TECHNO.),CHALONS EN CHAMPAGNE,51108,REIMS,MARNE,public,91.0,0510007F2023
9416,16352,2023,0510032H,LYCEE JEAN JAURES,REIMS,51454,REIMS,MARNE,public,98.0,0510032H2023
9417,16353,2023,0510034K,LYCEE FRANKLIN ROOSEVELT (GENERAL ET TECHNO.),REIMS,51454,REIMS,MARNE,public,85.0,0510034K2023
9418,16354,2023,0510068X,LYCEE EUROPEEN STEPHANE HESSEL (GENERAL ET TECHNO.),EPERNAY,51230,REIMS,MARNE,public,95.0,0510068X2023
9419,16355,2023,0511142P,LYCEE SACRE-COEUR,REIMS,51454,REIMS,MARNE,privé sous contrat,100.0,0511142P2023
9420,16356,2023,0511901P,LYCEE COLBERT,REIMS,51454,REIMS,MARNE,public,88.0,0511901P2023
9421,16357,2023,0520021R,LYCEE DIDEROT (GENERAL ET TECHNO.),LANGRES,52269,REIMS,HAUTE-MARNE,public,95.0,0520021R2023
9422,16358,2023,0520028Y,LYCEE BLAISE PASCAL (GENERAL ET TECHNO.),SAINT DIZIER,52448,REIMS,HAUTE-MARNE,public,92.0,0520028Y2023
9423,16359,2023,0520679F,LYCEE ESTIC,SAINT DIZIER,52448,REIMS,HAUTE-MARNE,privé sous contrat,99.0,0520679F2023
9424,16360,2023,0530004S,LYCEE VICTOR HUGO,CHATEAU GONTIER SUR MAYENNE,53062,NANTES,MAYENNE,public,96.0,0530004S2023
9425,16361,2023,0530068L,LYCEE HAUTE FOLLIS (GENERAL ET TECHNO.),LAVAL,53130,NANTES,MAYENNE,privé sous contrat,94.0,0530068L2023
9426,16362,2023,0541286E,LYCEE LOUIS BERTRAND,BRIEY,54099,NANCY-METZ,MEURTHE-ET-MOSELLE,public,96.0,0541286E2023
9427,16363,2023,0541305A,LYCEE L'ASSOMPTION,VAL DE BRIEY,54099,NANCY-METZ,MEURTHE-ET-MOSELLE,privé sous contrat,100.0,0541305A2023
9428,16364,2023,0541986R,LYCEE LA MALGRANGE,JARVILLE LA MALGRANGE,54274,NANCY-METZ,MEURTHE-ET-MOSELLE,privé sous contrat,100.0,0541986R2023
9429,16365,2023,0550008K,LYCEE HENRI VOGT (GENERAL ET TECHNO.),COMMERCY,55122,NANCY-METZ,MEUSE,public,92.0,0550008K2023
9430,16366,2023,0560025Y,LYCEE DUPUY DE LOME,LORIENT,56121,RENNES,MORBIHAN,public,96.0,0560025Y2023
9431,16367,2023,0560051B,LYCEE ALAIN RENE LESAGE,VANNES LE PRAT,56260,RENNES,MORBIHAN,public,97.0,0560051B2023
9432,16368,2023,0560098C,LYCEE NOTRE DAME DU VOEU,HENNEBONT,56083,RENNES,MORBIHAN,privé sous contrat,98.0,0560098C2023
9433,16369,2023,0560114V,LYCEE ST FRANCOIS-XAVIER,VANNES,56260,RENNES,MORBIHAN,privé sous contrat,99.0,0560114V2023
9434,16370,2023,0560182U,LYCEE JEANNE D'ARC-ST IVY (GENERAL ET TECHNO.),PONTIVY,56178,RENNES,MORBIHAN,privé sous contrat,99.0,0560182U2023
9435,16371,2023,0560200N,LYCEE NOTRE DAME LE MENIMUR (GENERAL ET TECHNO.),VANNES LE PRAT,56260,RENNES,MORBIHAN,privé sous contrat,99.0,0560200N2023
9436,16372,2023,0561627P,LYCEE CHARLES DE GAULLE,VANNES LE PRAT,56260,RENNES,MORBIHAN,public,94.0,0561627P2023
9437,16373,2023,0570081D,LYCEE ERCKMANN CHATRIAN,PHALSBOURG,57540,NANCY-METZ,MOSELLE,public,98.0,0570081D2023
9438,16374,2023,0570099Y,LYCEE HENRI NOMINE (GENERAL ET TECHNO.),SARREGUEMINES,57631,NANCY-METZ,MOSELLE,public,92.0,0570099Y2023
9439,16375,2023,0570106F,LYCEE CHARLEMAGNE,THIONVILLE,57672,NANCY-METZ,MOSELLE,public,97.0,0570106F2023
9440,16376,2023,0570214Y,LYCEE SAINTE CHRETIENNE,SARREGUEMINES,57631,NANCY-METZ,MOSELLE,privé sous contrat,100.0,0570214Y2023
9441,16377,2023,0573227Y,LYCEE LOUIS DE CORMONTAIGNE (GENERAL ET TECHNO.),METZ,57463,NANCY-METZ,MOSELLE,public,93.0,0573227Y2023
9442,16378,2023,0580031U,LYCEE JULES RENARD,NEVERS,58194,DIJON,NIEVRE,public,97.0,0580031U2023
9443,16379,2023,0580761M,LYCEE MAURICE GENEVOIX (GENERAL ET TECHNO.),DECIZE,58095,DIJON,NIEVRE,public,88.0,0580761M2023
9444,16380,2023,0590035T,LYCEE FENELON,CAMBRAI,59122,LILLE,NORD,public,92.0,0590035T2023
9445,16381,2023,0590044C,LYCEE JOSEPH MARIE JACQUARD (GENERAL ET TECHNO.),CAUDRY,59139,LILLE,NORD,public,99.0,0590044C2023
9446,16382,2023,0590065A,LYCEE ELISA LEMONNIER (GENERAL ET TECHNO.),DOUAI,59178,LILLE,NORD,public,91.0,0590065A2023
9447,16383,2023,0590101P,LYCEE DES FLANDRES,HAZEBROUCK,59295,LILLE,NORD,public,99.0,0590101P2023
9448,16384,2023,0590112B,LYCEE DUPLEIX,LANDRECIES,59331,LILLE,NORD,public,94.0,0590112B2023
9449,16385,2023,0590122M,LYCEE VALENTINE LABBE (GENERAL ET TECHNO.),LA MADELEINE,59368,LILLE,NORD,public,86.0,0590122M2023
9450,16386,2023,0590185F,LYCEE JEAN MOULIN (GENERAL ET TECHNO.),ROUBAIX,59512,LILLE,NORD,public,79.0,0590185F2023
9451,16387,2023,0590221V,LYCEE HENRI WALLON,VALENCIENNES,59606,LILLE,NORD,public,93.0,0590221V2023
9452,16388,2023,0590233H,LYCEE EMILE ZOLA (GENERAL ET TECHNO.),WATTRELOS,59650,LILLE,NORD,public,71.0,0590233H2023
9453,16389,2023,0592929N,LYCEE SAINTE THERESE,AVESNES SUR HELPE,59036,LILLE,NORD,privé sous contrat,96.0,0592929N2023
9454,16390,2023,0592944E,LYCEE SAINT ADRIEN LA SALLE,VILLENEUVE D ASCQ,59009,LILLE,NORD,privé sous contrat,100.0,0592944E2023
9455,16391,2023,0592965C,LYCEE EIC LICP (GENERAL ET TECHNO.),TOURCOING,59599,LILLE,NORD,privé sous contrat,100.0,0592965C2023
9456,16392,2023,0592966D,LYCEE EIC JEHANNE D'ARC (GENERAL ET TECHNO.),TOURCOING,59599,LILLE,NORD,privé sous contrat,100.0,0592966D2023
9457,16393,2023,0593034C,LYCEE THEOPHILE LEGRAND (GENERAL ET TECHNO.),MAUBEUGE,59365,LILLE,NORD,privé sous contrat,90.0,0593034C2023
9458,16394,2023,0593058D,LYCEE VAUBAN (GENERAL ET TECHNO.),DUNKERQUE,59183,LILLE,NORD,privé sous contrat,96.0,0593058D2023
9459,16395,2023,0593061G,LYCEE SAINT LUC (GENERAL ET TECHNO.),CAMBRAI,59122,LILLE,NORD,privé sous contrat,100.0,0593061G2023
9460,16396,2023,0593071T,LYCEE DEFOREST DE LEWARDE (GENERAL ET TECHNO.),DOUAI,59178,LILLE,NORD,privé sous contrat,92.0,0593071T2023
9461,16397,2023,0593078A,LYCEE FONDATION DEPOORTER (GENERAL ET TECHNO.),HAZEBROUCK,59295,LILLE,NORD,privé sous contrat,100.0,0593078A2023
9462,16398,2023,0596681S,LYCEE PRIVE AVERROES,LILLE,59350,LILLE,NORD,privé sous contrat,95.0,0596681S2023
9463,16399,2023,0597005U,LYCEE DU VAL DE LYS (GENERAL ET TECHNO.),ESTAIRES,59212,LILLE,NORD,public,99.0,0597005U2023
9464,16400,2023,0600040T,LYCEE JEAN CALVIN,NOYON,60471,AMIENS,OISE,public,91.0,0600040T2023
9465,16401,2023,0601950U,LYCEE ST VINCENT DE PAUL,BEAUVAIS,60057,AMIENS,OISE,privé sous contrat,89.0,0601950U2023
9466,16402,2023,0610026X,LYCEE NAPOLEON (GENERAL ET TECHNO.),L AIGLE,61214,NORMANDIE,ORNE,public,96.0,0610026X2023
9467,16403,2023,0610694Y,LYCEE JEANNE D ARC,ARGENTAN,61006,NORMANDIE,ORNE,privé sous contrat,97.0,0610694Y2023
9468,16404,2023,0610700E,LYCEE BIGNON,MORTAGNE AU PERCHE,61293,NORMANDIE,ORNE,privé sous contrat,95.0,0610700E2023
9469,16405,2023,0620006V,LYCEE ROBESPIERRE,ARRAS,62041,LILLE,PAS-DE-CALAIS,public,96.0,0620006V2023
9470,16406,2023,0620042J,LYCEE ANDRE MALRAUX,BETHUNE,62119,LILLE,PAS-DE-CALAIS,public,94.0,0620042J2023
9471,16407,2023,0620113L,LYCEE HENRI DARRAS,LIEVIN,62510,LILLE,PAS-DE-CALAIS,public,93.0,0620113L2023
9472,16408,2023,0620256S,LYCEE GUY MOLLET,ARRAS,62041,LILLE,PAS-DE-CALAIS,public,95.0,0620256S2023
9473,16409,2023,0622114L,LYCEE SAINT PAUL (GENERAL ET TECHNO.),LENS,62498,LILLE,PAS-DE-CALAIS,privé sous contrat,100.0,0622114L2023
9474,16410,2023,0622196A,LYCEE BAUDIMONT (GENERAL ET TECHNO.),ARRAS,62041,LILLE,PAS-DE-CALAIS,privé sous contrat,100.0,0622196A2023
9475,16411,2023,0622807P,LYCEE HOTELIER (GENERAL ET TECHNO.),LE TOUQUET PARIS PLAGE,62826,LILLE,PAS-DE-CALAIS,public,97.0,0622807P2023
9476,16412,2023,0624430D,LYCEE GAMBETTA CARNOT,ARRAS,62041,LILLE,PAS-DE-CALAIS,public,95.0,0624430D2023
9477,16413,2023,0630018C,LYCEE BLAISE PASCAL,CLERMONT FERRAND,63113,CLERMONT-FERRAND,PUY-DE-DOME,public,93.0,0630018C2023
9478,16414,2023,0630019D,LYCEE JEANNE D'ARC,CLERMONT FERRAND,63113,CLERMONT-FERRAND,PUY-DE-DOME,public,99.0,0630019D2023
9479,16415,2023,0630021F,LYCEE LA FAYETTE (GENERAL ET TECHNO.),CLERMONT FERRAND,63113,CLERMONT-FERRAND,PUY-DE-DOME,public,96.0,0630021F2023
9480,16416,2023,0630034V,LYCEE MURAT,ISSOIRE,63178,CLERMONT-FERRAND,PUY-DE-DOME,public,95.0,0630034V2023
9481,16417,2023,0640011P,LYCEE LOUIS DE FOIX (GENERAL ET TECHNO.),BAYONNE,64102,BORDEAUX,PYRENEES-ATLANTIQUES,public,94.0,0640011P2023
9482,16418,2023,0640044A,LYCEE DE LA CHIMIE ALBERT CAMUS,MOURENX,64410,BORDEAUX,PYRENEES-ATLANTIQUES,public,98.0,0640044A2023
9483,16419,2023,0640046C,LYCEE PAUL REY,NAY,64417,BORDEAUX,PYRENEES-ATLANTIQUES,public,99.0,0640046C2023
9484,16420,2023,0640065Y,LYCEE MAURICE RAVEL,SAINT JEAN DE LUZ,64483,BORDEAUX,PYRENEES-ATLANTIQUES,public,99.0,0640065Y2023
9485,16421,2023,0640111Y,LYCEE LARGENTE,BAYONNE,64102,BORDEAUX,PYRENEES-ATLANTIQUES,privé sous contrat,99.0,0640111Y2023
9486,16422,2023,0640122K,LYCEE LE BEAU RAMEAU,IGON,64270,BORDEAUX,PYRENEES-ATLANTIQUES,privé sous contrat,95.0,0640122K2023
9487,16423,2023,0641823J,LYCEE HOTELLERIE BIARRITZ ATLANTIQUE (GENERAL ET TECHNO.),BIARRITZ,64122,BORDEAUX,PYRENEES-ATLANTIQUES,public,91.0,0641823J2023
9488,16424,2023,0650012K,LYCEE MICHELET,LANNEMEZAN,65258,TOULOUSE,HAUTES-PYRENEES,public,98.0,0650012K2023
9489,16425,2023,0650038N,LYCEE PIERRE MENDES FRANCE,VIC EN BIGORRE,65460,TOULOUSE,HAUTES-PYRENEES,public,97.0,0650038N2023
9490,16426,2023,0650062P,LYCEE JEANNE D'ARC,TARBES,65440,TOULOUSE,HAUTES-PYRENEES,privé sous contrat,100.0,0650062P2023
9491,16427,2023,0660768B,LYCEE SAINT-LOUIS-DE-GONZAGUE,PERPIGNAN,66136,MONTPELLIER,PYRENEES-ORIENTALES,privé sous contrat,100.0,0660768B2023
9492,16428,2023,0660931D,LYCEE SAINT PIERRE DE LA MER,SAINT CYPRIEN,66171,MONTPELLIER,PYRENEES-ORIENTALES,privé sous contrat,100.0,0660931D2023
9493,16429,2023,0670020H,LYCEE ROBERT SCHUMAN,HAGUENAU,67180,STRASBOURG,BAS-RHIN,public,97.0,0670020H2023
9494,16430,2023,0670078W,LYCEE JEAN MONNET,STRASBOURG,67482,STRASBOURG,BAS-RHIN,public,77.0,0670078W2023
9495,16431,2023,0670081Z,LYCEE SECTIONS INTERNATIONALES,STRASBOURG,67482,STRASBOURG,BAS-RHIN,public,97.0,0670081Z2023
9496,16432,2023,0670082A,LYCEE LOUIS PASTEUR,STRASBOURG,67482,STRASBOURG,BAS-RHIN,public,92.0,0670082A2023
9497,16433,2023,0670085D,LYCEE LOUIS COUFFIGNAL (GENERAL ET TECHNO.),STRASBOURG,67482,STRASBOURG,BAS-RHIN,public,88.0,0670085D2023
9498,16434,2023,0670086E,LYCEE RENE CASSIN (GENERAL ET TECHNO.),STRASBOURG,67482,STRASBOURG,BAS-RHIN,public,94.0,0670086E2023
9499,16435,2023,0671610L,INSTITUTION NOTRE DAME,STRASBOURG,67482,STRASBOURG,BAS-RHIN,privé sous contrat,100.0,0671610L2023
9500,16436,2023,0671611M,INSTIT.LA DOCTRINE CHRETIENNE,STRASBOURG,67482,STRASBOURG,BAS-RHIN,privé sous contrat,100.0,0671611M2023
9501,16437,2023,0672534R,LYCEE HAUT-BARR (GENERAL ET TECHNO.),SAVERNE,67437,STRASBOURG,BAS-RHIN,public,98.0,0672534R2023
9502,16438,2023,0672614C,LYCEE GEORGES IMBERT (GENERAL ET TECHNO.),SARRE UNION,67434,STRASBOURG,BAS-RHIN,public,100.0,0672614C2023
9503,16439,2023,0672806L,LYCEE MARCEL RUDLOFF (GENERAL ET TECHNO.),STRASBOURG,67482,STRASBOURG,BAS-RHIN,public,92.0,0672806L2023
9504,16440,2023,0680001G,LYCEE JEAN JACQUES HENNER (GENERAL ET TECHNO.),ALTKIRCH,68004,STRASBOURG,HAUT-RHIN,public,99.0,0680001G2023
9505,16441,2023,0681761V,LYCEE LAMBERT,MULHOUSE,68224,STRASBOURG,HAUT-RHIN,public,94.0,0681761V2023
9506,16442,2023,0681768C,LYCEE LAVOISIER (GENERAL ET TECHNO.),MULHOUSE,68224,STRASBOURG,HAUT-RHIN,public,86.0,0681768C2023
9507,16443,2023,0681817F,LYCEE LAZARE DE SCHWENDI (GENERAL ET TECHNO.),INGERSHEIM,68155,STRASBOURG,HAUT-RHIN,public,100.0,0681817F2023
9508,16444,2023,0681885E,INSTITUT SONNENBERG,CARSPACH,68062,STRASBOURG,HAUT-RHIN,privé sous contrat,100.0,0681885E2023
9509,16445,2023,0690026D,LYCEE DU PARC,LYON 06,69386,LYON,RHONE,public,100.0,0690026D2023
9510,16446,2023,0690032K,LYCEE JULIETTE RECAMIER,LYON 02,69382,LYON,RHONE,public,88.0,0690032K2023
9511,16447,2023,0690035N,LYCEE AUGUSTE ET LOUIS LUMIERE,LYON 08,69388,LYON,RHONE,public,89.0,0690035N2023
9512,16448,2023,0690042W,LYCEE COLBERT,LYON 08,69388,LYON,RHONE,public,92.0,0690042W2023
9513,16449,2023,0690104N,LYCEE MARCEL SEMBAT,VENISSIEUX,69259,LYON,RHONE,public,84.0,0690104N2023
9514,16450,2023,0690128P,LYCEE EDOUARD BRANLY (GENERAL ET TECHNO.),LYON 05,69385,LYON,RHONE,public,89.0,0690128P2023
9515,16451,2023,0690519P,LYCEE NOTRE DAME DES MINIMES,LYON 05,69385,LYON,RHONE,privé sous contrat,99.0,0690519P2023
9516,16452,2023,0690529A,LYCEE DEBORDE,LYON 06,69386,LYON,RHONE,privé sous contrat,100.0,0690529A2023
9517,16453,2023,0690554C,LYCEE IMMACULEE CONCEPTION,VILLEURBANNE,69266,LYON,RHONE,privé sous contrat,100.0,0690554C2023
9518,16454,2023,0690563M,LYCEE SAINT LOUIS-SAINT BRUNO,LYON 01,69381,LYON,RHONE,privé sous contrat,99.0,0690563M2023
9519,16455,2023,0690564N,INSTITUTION DES CHARTREUX,LYON 01,69381,LYON,RHONE,privé sous contrat,100.0,0690564N2023
9520,16456,2023,0690571W,LYCEE SAINT MARC,LYON 02,69382,LYON,RHONE,privé sous contrat,100.0,0690571W2023
9521,16457,2023,0690634P,LYCEE LA MACHE,LYON 08,69388,LYON,RHONE,privé sous contrat,100.0,0690634P2023
9522,16458,2023,0691644M,LYCEE LOUIS ARMAND (GENERAL ET TECHNO.),VILLEFRANCHE SUR SAONE,69264,LYON,RHONE,public,98.0,0691644M2023
9523,16459,2023,0692800U,LYCEE CHARLIE CHAPLIN (GENERAL ET TECHNO.),DECINES CHARPIEU,69275,LYON,RHONE,public,88.0,0692800U2023
9524,16460,2023,0693504J,LYCEE FRANCOIS RABELAIS (GENERAL ET TECHNO.),DARDILLY,69072,LYON,RHONE,public,96.0,0693504J2023
9525,16461,2023,0693587Z,LYCEE LA XAVIERE,LYON 08,69388,LYON,RHONE,privé sous contrat,98.0,0693587Z2023
9526,16462,2023,0693734J,LYCEE AIGUERANDE (GENERAL ET TECHNO.),BELLEVILLE EN BEAUJOLAIS,69019,LYON,RHONE,public,93.0,0693734J2023
9527,16463,2023,0710042K,LYCEE HENRI VINCENOT (GENERAL ET TECHNO.),LOUHANS,71263,DIJON,SAONE-ET-LOIRE,public,97.0,0710042K2023
9528,16464,2023,0710071S,LYCEE GABRIEL VOISIN,TOURNUS,71543,DIJON,SAONE-ET-LOIRE,public,99.0,0710071S2023
9529,16465,2023,0711064W,LYCEE MILITAIRE NATIONAL,AUTUN,71014,DIJON,SAONE-ET-LOIRE,public,100.0,0711064W2023
9530,16466,2023,0711137A,LYCEE CAMILLE CLAUDEL,DIGOIN,71176,DIJON,SAONE-ET-LOIRE,public,94.0,0711137A2023
9531,16467,2023,0711422K,LYCEE HILAIRE DE CHARDONNET,CHALON SUR SAONE,71076,DIJON,SAONE-ET-LOIRE,public,94.0,0711422K2023
9532,16468,2023,0720017C,LYCEE ROBERT GARNIER (GENERAL ET TECHNO.),LA FERTE BERNARD,72132,NANTES,SARTHE,public,95.0,0720017C2023
9533,16469,2023,0720029R,LYCEE MONTESQUIEU,LE MANS,72181,NANTES,SARTHE,public,97.0,0720029R2023
9534,16470,2023,0720030S,LYCEE BELLEVUE,LE MANS,72181,NANTES,SARTHE,public,93.0,0720030S2023
9535,16471,2023,0720048L,LYCEE RAPHAEL ELIZE (GENERAL ET TECHNO.),SABLE SUR SARTHE,72264,NANTES,SARTHE,public,97.0,0720048L2023
9536,16472,2023,0720843A,LYCEE STE ANNE (GENERAL ET TECHNO.),SABLE SUR SARTHE,72264,NANTES,SARTHE,privé sous contrat,100.0,0720843A2023
9537,16473,2023,0730003G,LYCEE MARLIOZ (GENERAL ET TECHNO.),AIX LES BAINS,73008,GRENOBLE,SAVOIE,public,97.0,0730003G2023
9538,16474,2023,0740006E,LYCEE LOUIS LACHENAL (GENERAL ET TECHNO.),ARGONAY,74019,GRENOBLE,HAUTE SAVOIE,public,97.0,0740006E2023
9539,16475,2023,0740009H,LYCEE DES GLIERES (GENERAL ET TECHNO.),ANNEMASSE,74012,GRENOBLE,HAUTE SAVOIE,public,87.0,0740009H2023
9540,16476,2023,0740013M,LYCEE GUILLAUME FICHET (GENERAL ET TECHNO.),BONNEVILLE,74042,GRENOBLE,HAUTE SAVOIE,public,88.0,0740013M2023
9541,16477,2023,0740017S,LYCEE CHARLES PONCET (GENERAL ET TECHNO.),CLUSES,74081,GRENOBLE,HAUTE SAVOIE,public,89.0,0740017S2023
9542,16478,2023,0740037N,LYCEE MME DE STAEL,SAINT JULIEN EN GENEVOIS,74243,GRENOBLE,HAUTE SAVOIE,public,94.0,0740037N2023
9543,16479,2023,0740092Y,LYCEE SAINTE FAMILLE (GENERAL ET TECHNO.),LA ROCHE SUR FORON,74224,GRENOBLE,HAUTE SAVOIE,privé sous contrat,99.0,0740092Y2023
9544,16480,2023,0741443S,LYCEE SAINTE CROIX DES NEIGES,ABONDANCE,74001,GRENOBLE,HAUTE SAVOIE,privé sous contrat,100.0,0741443S2023
9545,16481,2023,0750647W,LYCEE TURGOT,PARIS 03,75103,PARIS,PARIS,public,96.0,0750647W2023
9546,16482,2023,0750652B,LYCEE CHARLEMAGNE,PARIS 04,75104,PARIS,PARIS,public,100.0,0750652B2023
9547,16483,2023,0750653C,LYCEE SOPHIE GERMAIN,PARIS 04,75104,PARIS,PARIS,public,99.0,0750653C2023
9548,16484,2023,0750655E,LYCEE LOUIS LE GRAND,PARIS 05,75105,PARIS,PARIS,public,100.0,0750655E2023
9549,16485,2023,0750657G,LYCEE MONTAIGNE,PARIS 06,75106,PARIS,PARIS,public,97.0,0750657G2023
9550,16486,2023,0750663N,LYCEE CHAPTAL,PARIS 08,75108,PARIS,PARIS,public,97.0,0750663N2023
9551,16487,2023,0750667T,LYCEE CONDORCET,PARIS 09,75109,PARIS,PARIS,public,100.0,0750667T2023
9552,16488,2023,0750668U,LYCEE JACQUES DECOUR,PARIS 09,75109,PARIS,PARIS,public,93.0,0750668U2023
9553,16489,2023,0750669V,LYCEE JULES FERRY,PARIS 09,75109,PARIS,PARIS,public,98.0,0750669V2023
9554,16490,2023,0750673Z,LYCEE COLBERT,PARIS 10,75110,PARIS,PARIS,public,90.0,0750673Z2023
9555,16491,2023,0750675B,LYCEE VOLTAIRE,PARIS 11,75111,PARIS,PARIS,public,87.0,0750675B2023
9556,16492,2023,0750677D,LYCEE ELISA LEMONNIER (GENERAL ET TECHNO.),PARIS 12,75112,PARIS,PARIS,public,91.0,0750677D2023
9557,16493,2023,0750680G,LYCEE ARAGO,PARIS 12,75112,PARIS,PARIS,public,97.0,0750680G2023
9558,16494,2023,0750688R,LYCEE RABELAIS,PARIS 18,75118,PARIS,PARIS,public,82.0,0750688R2023
9559,16495,2023,0750689S,LYCEE PAUL BERT,PARIS 14,75114,PARIS,PARIS,public,88.0,0750689S2023
9560,16496,2023,0750690T,LYCEE FRANCOIS VILLON,PARIS 14,75114,PARIS,PARIS,public,87.0,0750690T2023
9561,16497,2023,0750702F,LYCEE JEAN DE LA FONTAINE,PARIS 16,75116,PARIS,PARIS,public,100.0,0750702F2023
9562,16498,2023,0750708M,LYCEE JEAN DROUANT (GENERAL ET TECHNO.),PARIS 17,75117,PARIS,PARIS,public,89.0,0750708M2023
9563,16499,2023,0753647G,LYCEE ECOLE ALSACIENNE,PARIS 06,75106,PARIS,PARIS,privé sous contrat,100.0,0753647G2023
9564,16500,2023,0753820V,LYCEE LES FRANCS BOURGEOIS,PARIS 04,75104,PARIS,PARIS,privé sous contrat,100.0,0753820V2023
9565,16501,2023,0753850C,LYCEE SAINT-THOMAS D'AQUIN,PARIS 07,75107,PARIS,PARIS,privé sous contrat,99.0,0753850C2023
9566,16502,2023,0753873C,LYCEE FENELON SAINTE-MARIE,PARIS 08,75108,PARIS,PARIS,privé sous contrat,100.0,0753873C2023
9567,16503,2023,0753883N,LYCEE EDGAR POE,PARIS 10,75110,PARIS,PARIS,privé sous contrat,100.0,0753883N2023
9568,16504,2023,0753915Y,LYCEE BLOMET,PARIS 15,75115,PARIS,PARIS,privé sous contrat,100.0,0753915Y2023
9569,16505,2023,0753941B,LYCEE GERSON,PARIS 16,75116,PARIS,PARIS,privé sous contrat,100.0,0753941B2023
9570,16506,2023,0754016H,LYCEE L'INITIATIVE (GENERAL ET TECHNO.),PARIS 19,75119,PARIS,PARIS,privé sous contrat,100.0,0754016H2023
9571,16507,2023,0754029X,LYCEE CARCADO SAISSEVAL (GENERAL ET TECHNO.),PARIS 06,75106,PARIS,PARIS,privé sous contrat,99.0,0754029X2023
9572,16508,2023,0760023M,LYCEE JEHAN ANGO,DIEPPE,76217,NORMANDIE,SEINE MARITIME,public,94.0,0760023M2023
9573,16509,2023,0760030V,LYCEE FERDINAND BUISSON (GENERAL ET TECHNO.),ELBEUF,76231,NORMANDIE,SEINE MARITIME,public,92.0,0760030V2023
9574,16510,2023,0760032X,LYCEE ANGUIER (GENERAL ET TECHNO.),EU,76255,NORMANDIE,SEINE MARITIME,public,98.0,0760032X2023
9575,16511,2023,0760090K,LYCEE PIERRE CORNEILLE,ROUEN,76540,NORMANDIE,SEINE MARITIME,public,100.0,0760090K2023
9576,16512,2023,0760091L,LYCEE JEANNE D'ARC,ROUEN,76540,NORMANDIE,SEINE MARITIME,public,91.0,0760091L2023
9577,16513,2023,0760093N,LYCEE CAMILLE SAINT-SAENS,ROUEN,76540,NORMANDIE,SEINE MARITIME,public,97.0,0760093N2023
9578,16514,2023,0762169V,LYCEE PABLO NERUDA,DIEPPE,76217,NORMANDIE,SEINE MARITIME,public,98.0,0762169V2023
9579,16515,2023,0762600N,LYCEE EDOUARD DELAMARE DEBOUTTEVILLE (GENERAL ET TECHNO.),FORGES LES EAUX,76276,NORMANDIE,SEINE MARITIME,public,93.0,0762600N2023
9580,16516,2023,0762879S,LYCEE VALLEE DU CAILLY,DEVILLE LES ROUEN,76216,NORMANDIE,SEINE MARITIME,public,88.0,0762879S2023
9581,16517,2023,0762911B,LYCEE GALILEE (GENERAL ET TECHNO.),FRANQUEVILLE SAINT PIERRE,76475,NORMANDIE,SEINE MARITIME,public,97.0,0762911B2023
9582,16518,2023,0762920L,LYCEE PIERRE DE COUBERTIN (GENERAL ET TECHNO.),BOLBEC,76114,NORMANDIE,SEINE MARITIME,public,98.0,0762920L2023
9583,16519,2023,0762964J,LYCEE LE CORBUSIER (GENERAL ET TECHNO.),SAINT ETIENNE DU ROUVRAY,76575,NORMANDIE,SEINE MARITIME,public,86.0,0762964J2023
9584,16520,2023,0770918E,LYCEE URUGUAY FRANCE (GENERAL ET TECHNO.),AVON,77014,CRETEIL,SEINE-ET-MARNE,public,93.0,0770918E2023
9585,16521,2023,0770926N,LYCEE FRANCOIS COUPERIN,FONTAINEBLEAU,77186,CRETEIL,SEINE-ET-MARNE,public,95.0,0770926N2023
9586,16522,2023,0770931U,LYCEE PIERRE DE COUBERTIN (GENERAL ET TECHNO.),MEAUX,77284,CRETEIL,SEINE-ET-MARNE,public,86.0,0770931U2023
9587,16523,2023,0771512A,LYCEE VAN DONGEN,LAGNY SUR MARNE,77243,CRETEIL,SEINE-ET-MARNE,public,91.0,0771512A2023
9588,16524,2023,0771720B,LYCEE GUY GASNIER-SAINTE BATHILDE,CHELLES,77108,CRETEIL,SEINE-ET-MARNE,privé sous contrat,100.0,0771720B2023
9589,16525,2023,0772230F,LYCEE BLAISE PASCAL (GENERAL ET TECHNO.),BRIE COMTE ROBERT,77053,CRETEIL,SEINE-ET-MARNE,public,96.0,0772230F2023
9590,16526,2023,0772276F,LYCEE JEHAN DE CHELLES (GENERAL ET TECHNO.),CHELLES,77108,CRETEIL,SEINE-ET-MARNE,public,88.0,0772276F2023
9591,16527,2023,0772294A,LYCEE EMILY BRONTE,LOGNES,77258,CRETEIL,SEINE-ET-MARNE,public,90.0,0772294A2023
