numero_uai,date_ouverture,date_fermeture,nature_uai,nature_uai_libe
0610227R,1966-10-05,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610229T,1966-10-05,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610235Z,1966-10-05,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610263E,1966-10-06,2007-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610265G,1966-09-30,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610267J,1966-10-07,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610271N,1966-10-06,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610283B,1966-10-03,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610284C,1966-10-07,1991-09-09,151,ECOLE DE NIVEAU ELEMENTAIRE
0610293M,1981-09-01,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610294N,1966-10-03,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610298T,1966-09-30,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610318P,1966-10-04,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610330C,1966-10-19,1991-09-09,151,ECOLE DE NIVEAU ELEMENTAIRE
0610334G,1966-10-07,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610336J,1966-10-07,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610341P,1986-09-01,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610350Z,1966-10-05,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610356F,1966-10-04,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610387P,1966-10-07,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610414U,1966-10-05,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610419Z,1966-10-05,2006-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610428J,1966-10-04,2005-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610438V,1966-10-03,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610444B,1966-10-07,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610467B,1966-10-07,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610469D,1966-10-07,1991-09-09,151,ECOLE DE NIVEAU ELEMENTAIRE
0610475K,1966-09-30,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610485W,1966-10-04,1992-08-31,101,ECOLE MATERNELLE
0610490B,1966-10-03,2017-08-31,101,ECOLE MATERNELLE
0610536B,1966-10-10,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610537C,1966-10-06,2014-08-31,101,ECOLE MATERNELLE
0610546M,1966-10-05,1998-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610557Z,1966-10-10,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610558A,1966-09-30,1991-09-09,151,ECOLE DE NIVEAU ELEMENTAIRE
0610565H,1966-10-07,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610588H,1966-10-04,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610597T,1966-10-03,1991-09-09,151,ECOLE DE NIVEAU ELEMENTAIRE
0610630D,1966-10-04,1991-09-09,151,ECOLE DE NIVEAU ELEMENTAIRE
0610632F,1966-10-07,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610640P,1966-10-05,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610647X,1966-10-07,2003-08-31,101,ECOLE MATERNELLE
0610649Z,1966-10-10,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610660L,1966-10-05,1992-08-31,101,ECOLE MATERNELLE
0610665S,1966-10-05,2010-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610677E,1966-10-10,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610697B,1967-02-06,2000-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0610792E,1969-10-21,2012-09-01,101,ECOLE MATERNELLE
0610809Y,1970-05-27,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610835B,1971-03-11,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610836C,1971-03-11,2000-08-31,101,ECOLE MATERNELLE
0610871R,1971-03-16,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610875V,1971-03-16,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610876W,1971-03-16,2011-09-01,151,ECOLE DE NIVEAU ELEMENTAIRE
0610878Y,1971-03-15,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610907E,1971-06-15,2003-08-31,101,ECOLE MATERNELLE
0610909G,1971-06-15,2021-09-01,151,ECOLE DE NIVEAU ELEMENTAIRE
0610953E,1972-09-26,2010-08-31,101,ECOLE MATERNELLE
0610962P,1973-06-13,2006-08-31,101,ECOLE MATERNELLE
0610997C,1976-05-17,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0611002H,1976-05-17,2010-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0611007N,1976-05-17,2006-08-31,101,ECOLE MATERNELLE
0611025H,1977-03-07,1999-08-31,340,COLLEGE
0611046F,1977-05-16,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0611050K,1977-05-16,2002-08-31,101,ECOLE MATERNELLE
0611051L,1977-05-16,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0611064A,1979-09-01,2005-08-31,101,ECOLE MATERNELLE
0611066C,1979-09-01,2005-08-31,101,ECOLE MATERNELLE
0611079S,1979-09-01,2016-08-31,101,ECOLE MATERNELLE
0611115F,1982-09-01,2005-08-31,101,ECOLE MATERNELLE
0611190M,1992-09-01,2003-08-31,101,ECOLE MATERNELLE
0611228D,2002-09-01,2005-08-31,101,ECOLE MATERNELLE
0620061E,1965-05-01,2014-08-31,340,COLLEGE
0620126A,1968-09-01,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620144V,1965-05-01,2013-08-31,320,LYCEE PROFESSIONNEL
0620193Y,1965-07-26,2011-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0620254P,1967-09-01,1978-08-31,320,LYCEE PROFESSIONNEL
0620262Y,1966-09-01,1996-08-31,101,ECOLE MATERNELLE
0620283W,1966-09-01,2011-08-31,101,ECOLE MATERNELLE
0620289C,1966-09-01,1995-08-31,101,ECOLE MATERNELLE
0620290D,1966-09-01,1995-08-31,101,ECOLE MATERNELLE
0620319K,1966-09-01,2001-08-31,101,ECOLE MATERNELLE
0620339G,1966-09-01,1987-08-31,101,ECOLE MATERNELLE
0620354Y,1966-09-01,1994-08-31,101,ECOLE MATERNELLE
0620384F,1966-09-01,2010-08-31,101,ECOLE MATERNELLE
0620395T,1966-09-01,2012-08-31,101,ECOLE MATERNELLE
0620396U,1966-09-01,2005-08-31,101,ECOLE MATERNELLE
0620397V,1966-09-01,2009-08-31,101,ECOLE MATERNELLE
0620408G,1966-09-01,2002-08-31,101,ECOLE MATERNELLE
0620410J,1966-09-01,2009-08-31,101,ECOLE MATERNELLE
0620416R,1966-09-01,2022-08-31,101,ECOLE MATERNELLE
0620420V,1966-09-01,1991-08-31,101,ECOLE MATERNELLE
0620423Y,1966-09-01,2017-08-31,101,ECOLE MATERNELLE
0620426B,1966-09-01,2007-08-31,101,ECOLE MATERNELLE
0620438P,1966-09-01,2015-08-31,101,ECOLE MATERNELLE
0620439R,1966-09-01,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620445X,1966-09-01,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620446Y,1966-09-01,2013-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620449B,1966-09-01,2007-08-31,153,ECOLE ELEMENTAIRE D APPLICATION
0620484P,1966-09-01,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620487T,1966-09-01,2018-08-31,101,ECOLE MATERNELLE
0620489V,1966-09-01,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620511U,1966-09-01,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620536W,1966-09-01,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620538Y,1966-09-01,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620543D,1966-09-01,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620551M,1966-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620611C,1966-09-01,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620616H,1966-09-01,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620668P,1966-09-01,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620712M,1966-09-01,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620726C,1967-09-01,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620742V,1967-09-01,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620750D,1967-09-01,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620758M,1967-09-01,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620776G,1967-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620778J,1967-09-01,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620780L,1967-09-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620784R,1967-09-01,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620787U,1967-09-01,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620792Z,1967-09-01,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620805N,1967-09-01,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620809T,1967-09-01,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620815Z,1967-09-01,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620824J,1967-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620826L,1967-09-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620838Z,1967-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620841C,1967-09-01,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620864C,1967-09-01,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620872L,1967-09-01,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620876R,1967-09-01,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620887C,1967-09-01,1997-08-31,101,ECOLE MATERNELLE
0620896M,1967-09-01,2015-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620914G,1967-09-01,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620927W,1967-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620953Z,1967-09-01,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620963K,1967-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620969S,1967-09-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0620989N,1967-09-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621007H,1967-09-01,2020-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621010L,1967-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621031J,1967-09-01,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621046A,1978-09-01,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621053H,1967-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621056L,1967-09-01,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621057M,1967-09-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621059P,1967-09-01,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621082P,1967-09-01,2015-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621092A,1967-09-01,2015-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621096E,1967-09-01,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621097F,1967-09-01,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621109U,1967-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621130S,1967-09-01,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621131T,1967-09-01,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621133V,1967-09-01,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621157W,1967-09-01,2021-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621159Y,1967-09-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621168H,1967-09-01,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621179V,1967-09-01,2005-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621186C,1967-09-01,2009-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621187D,1967-09-01,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621192J,1967-09-01,2023-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621211E,1967-09-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621215J,1967-09-01,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621240L,1967-09-01,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621255C,1967-09-01,1982-10-09,151,ECOLE DE NIVEAU ELEMENTAIRE
0621264M,1967-09-01,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621278C,1967-09-01,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621292T,1967-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621309L,1967-09-01,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621315T,1967-09-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621316U,1967-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621321Z,1967-09-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621323B,1967-09-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621324C,1967-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621330J,1967-09-01,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621335P,1967-09-01,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621337S,1967-09-01,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621341W,1967-09-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621348D,1967-09-01,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621376J,1967-09-01,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621378L,1967-09-01,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621387W,1967-09-01,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621391A,1967-09-01,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621439C,1967-09-01,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621441E,1967-09-01,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621445J,1967-09-01,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621452S,1967-09-01,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621457X,1967-09-01,2023-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621459Z,1967-09-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621479W,1967-09-01,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621480X,1967-09-01,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621494M,1967-09-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621501V,1967-09-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621527Y,1967-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621539L,1967-09-01,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621541N,1967-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621546U,1967-09-01,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621556E,1967-09-01,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621586M,1967-09-01,1998-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621620Z,1967-09-01,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621624D,1967-09-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621634P,1967-09-01,2013-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621645B,1967-09-01,1995-09-06,151,ECOLE DE NIVEAU ELEMENTAIRE
0621646C,1967-09-01,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621651H,1967-09-01,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621658R,1967-09-01,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621676K,1967-09-01,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621689Z,1967-09-01,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621728S,1967-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621731V,1967-09-01,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621755W,1967-09-01,2009-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621769L,1967-09-01,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621775T,1967-09-01,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621794N,1967-09-01,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621795P,1967-09-01,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621800V,1967-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621811G,1967-09-01,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621824W,1967-09-01,1997-08-31,101,ECOLE MATERNELLE
0621851A,1967-09-01,2008-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621881H,1967-09-01,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621886N,1967-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621936T,1967-09-01,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621942Z,1967-09-01,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621954M,1967-09-01,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621962W,1967-09-01,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621974J,1967-09-01,2023-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0621975K,1967-09-01,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622002P,1967-09-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622003R,1967-09-01,2014-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622027S,1967-09-01,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622062E,1967-09-01,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622102Y,1901-01-01,2001-03-05,302,LYCEE D ENSEIGNEMENT GENERAL
0622168V,1968-09-01,1978-08-31,320,LYCEE PROFESSIONNEL
0622187R,1968-06-24,1990-08-31,320,LYCEE PROFESSIONNEL
0622278P,1969-09-01,2012-08-31,101,ECOLE MATERNELLE
0622281T,1969-09-01,2002-08-31,101,ECOLE MATERNELLE
0622290C,1969-09-01,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622329V,1971-09-01,2010-08-31,101,ECOLE MATERNELLE
0622338E,1971-09-01,2012-08-31,101,ECOLE MATERNELLE
0622390L,1969-09-01,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622401Y,1969-09-01,1998-08-31,101,ECOLE MATERNELLE
0622402Z,1969-09-01,1994-08-31,101,ECOLE MATERNELLE
0622409G,1969-09-01,2010-08-31,101,ECOLE MATERNELLE
0622426A,1970-09-01,2016-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0622470Y,1970-09-01,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622541A,1970-09-01,2002-08-31,101,ECOLE MATERNELLE
0622546F,1970-09-01,2003-08-31,101,ECOLE MATERNELLE
0622585Y,1971-02-17,2008-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622586Z,1971-02-17,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622598M,1971-02-17,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622609Z,1971-02-17,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622618J,1971-02-17,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622633A,1971-02-17,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622682D,1971-02-15,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622729E,1971-02-15,2009-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622764T,1971-09-01,1997-08-31,162,ECOLE DE NIVEAU ELEMENTAIRE SPECIALISEE
0622768X,1971-09-01,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622782M,1971-09-01,1997-08-31,101,ECOLE MATERNELLE
0622813W,1972-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622912D,1973-09-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622919L,1973-09-01,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622926U,1973-09-01,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0622962H,1974-09-01,1997-08-31,101,ECOLE MATERNELLE
0623009J,1974-09-01,1999-08-31,101,ECOLE MATERNELLE
0623051E,1975-09-01,2000-08-31,101,ECOLE MATERNELLE
0623154S,1976-09-01,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0623180V,1976-09-01,1996-08-31,101,ECOLE MATERNELLE
0623260G,1977-09-01,2002-08-31,101,ECOLE MATERNELLE
0623398G,1979-09-01,2019-08-31,101,ECOLE MATERNELLE
0623420F,1982-09-01,1994-08-31,101,ECOLE MATERNELLE
0623473N,1979-09-01,2001-08-31,101,ECOLE MATERNELLE
0623490G,1980-09-01,1996-08-31,101,ECOLE MATERNELLE
0623514H,1980-09-01,2019-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0623557E,1982-09-01,2009-08-31,101,ECOLE MATERNELLE
0623641W,1983-09-01,2018-08-31,101,ECOLE MATERNELLE
0623850Y,1991-09-01,2001-08-31,101,ECOLE MATERNELLE
0624021J,1993-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0624026P,1991-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0624029T,1993-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0624038C,1991-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0624042G,1993-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0624051S,1989-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0624074S,1994-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0624081Z,1994-09-01,1996-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0624131D,1995-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0624171X,1996-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0624468V,2015-09-01,2020-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0630164L,1965-08-02,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0630226D,1965-08-12,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0630259P,1965-07-21,1992-10-26,151,ECOLE DE NIVEAU ELEMENTAIRE
0630265W,1965-07-22,2014-08-31,162,ECOLE DE NIVEAU ELEMENTAIRE SPECIALISEE
0630355U,1965-08-12,2008-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0630384A,1965-08-12,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0630409C,1965-08-28,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0630441M,1965-08-09,2012-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0630538T,1965-07-30,1992-10-26,151,ECOLE DE NIVEAU ELEMENTAIRE
0630586V,1965-07-26,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0630684B,1965-07-26,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0630686D,1965-08-04,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0630726X,1965-07-22,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0630731C,1965-07-22,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0630739L,1965-07-30,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641041J,1970-02-06,2001-08-31,101,ECOLE MATERNELLE
0641052W,1970-02-06,2014-08-31,101,ECOLE MATERNELLE
0641053X,1970-02-06,2016-08-31,101,ECOLE MATERNELLE
0641054Y,1970-02-06,2004-08-31,101,ECOLE MATERNELLE
0641076X,1970-02-03,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641078Z,1970-02-03,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641113M,1970-01-26,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641126B,1970-02-04,1998-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641143V,1970-02-04,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641149B,1970-02-06,2011-08-31,101,ECOLE MATERNELLE
0641152E,1970-02-03,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641210T,1970-06-08,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641237X,1971-03-30,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641257U,1971-03-30,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641264B,1971-03-30,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641268F,1971-03-30,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641280U,1971-03-30,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641310B,1971-03-30,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641334C,1971-03-30,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641335D,1971-03-30,1988-09-12,151,ECOLE DE NIVEAU ELEMENTAIRE
0641349U,1971-03-30,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0641356B,1971-03-30,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
